# YTID,start_seconds,end_seconds,event_label
Rbvd_O2_Kbo,10.0,20.0,['Camera']
Rnd7f2AGGuI,30.0,40.0,['Meow']
RyPTSL-Zb3c,120.0,130.0,"['Cheering', 'Fireworks']"
SAiPzab5xVc,110.0,120.0,['Camera']
SJ7BOzbRLHA,6.0,16.0,['Church_bell']
SJI1-C3Cx1o,0.0,10.0,['Shatter']
SQei2xJFNpk,310.0,320.0,['Cough']
SVsz5CKZaUQ,160.0,170.0,['Shatter']
Sk8kMm7I-J8,50.0,60.0,['Fireworks']
SrzabTzuLWg,20.0,30.0,['Doorbell']
SxZXYlCkLt0,10.0,20.0,['Cheering']
T8NpPX6sWqs,350.0,360.0,['Camera']
T9SfXoYuvpo,40.0,50.0,['Cheering']
TDBqWGhnoLM,10.0,20.0,['Bark']
TKtNAJa-mbQ,11.0,21.0,['Meow']
TVzwdVlBY0s,120.0,130.0,['Camera']
TZGDukKAVS8,240.0,250.0,['Scratching_(performance technique)']
Tfg9HjhpVlY,100.0,110.0,['Burping_and_eructation']
TgZF6KBiBcQ,300.0,310.0,['Church_bell']
Th3mJWxUQ0w,90.0,100.0,['Shout']
U3kMEKCTwuE,40.0,50.0,['Doorbell']
U5WDJVVrRMM,0.0,7.0,['Burping_and_eructation']
U8-jaLo_OO4,70.0,80.0,['Shatter']
UDTsCTLkZzc,90.0,100.0,['Scratching_(performance technique)']
UEIkniwKKe0,410.0,420.0,['Fireworks']
UV90mG6wLBA,420.0,430.0,['Cheering']
UZYDN3DBkAk,110.0,120.0,['Cheering']
UZa8hjP92GM,20.0,30.0,['Cough']
Ufw0P-xOrng,160.0,170.0,['Fireworks']
UnD2YY2XHno,30.0,40.0,['Meow']
UvvbfkvbHDM,0.0,10.0,['Shout']
VA20N0XZgKs,10.0,20.0,['Fireworks']
VFxUtvYFRJg,30.0,40.0,['Meow']
VG7oB4EEUoY,10.0,20.0,['Doorbell']
VGUn3tueVLE,400.0,410.0,['Cough']
VGpqLyx96Z8,20.0,30.0,"['Doorbell', 'Bark']"
VP5mRLJtOEM,30.0,40.0,['Meow']
VSvRlhu1rb4,30.0,40.0,['Meow']
VUpMaG2xKUw,30.0,40.0,['Meow']
Vbx6TFxSPYY,70.0,80.0,['Doorbell']
VcsiwzBrnzY,0.0,10.0,['Church_bell']
VcvhpbcK4lo,100.0,110.0,['Scratching_(performance technique)']
VdaTqi6O4d0,10.0,20.0,['Cough']
Vg0FYW5Qpzk,100.0,110.0,['Shatter']
Vg_y3i_rdnk,20.0,30.0,['Church_bell']
VrqgvzDAa8k,40.0,50.0,['Burping_and_eructation']
VtbNaMkjDXU,190.0,200.0,['Scratching_(performance technique)']
VttMBDi4k3E,30.0,40.0,['Church_bell']
W3DwueAy65k,130.0,140.0,['Scratching_(performance technique)']
W4qY8rqeTTA,13.0,23.0,['Burping_and_eructation']
W65c_uSH4mg,200.0,210.0,['Shatter']
W7qiSqCQmGI,130.0,140.0,['Camera']
WDZdy6TtcYI,0.0,10.0,['Fireworks']
WMObZJPsnkE,20.0,30.0,['Burping_and_eructation']
WT2iyJmKkc8,120.0,130.0,['Scratching_(performance technique)']
WhqTqqzGRng,10.0,20.0,['Cheering']
WiAFUo2nxIk,30.0,40.0,['Scratching_(performance technique)']
WkU6zXSeKH8,30.0,40.0,['Bark']
Wre8DkaPhyA,110.0,120.0,['Cheering']
WtV5ird3gPM,270.0,280.0,['Cheering']
WyqyK87HomE,70.0,80.0,['Bark']
XE9GjWthDAA,490.0,500.0,['Burping_and_eructation']
XHczpbtBhk4,0.0,10.0,['Shout']
XHimm5QTqBE,0.0,10.0,['Church_bell']
XNJhMEOpYdE,30.0,40.0,['Meow']
XSB9zHU21Hg,150.0,160.0,['Camera']
XXGQb0FSuHQ,60.0,70.0,['Fireworks']
XXNuAH_jZ_8,390.0,400.0,['Camera']
XoDbqos7Cww,20.0,30.0,['Shout']
Y1l6PScgwmM,20.0,30.0,['Church_bell']
Y93yBzxqtJ0,110.0,120.0,['Camera']
YCy_jDZJy3Y,230.0,240.0,['Bark']
YIxvfaehMpk,70.0,80.0,['Fireworks']
YJKZVSvz1Bk,100.0,110.0,['Scratching_(performance technique)']
YMqY9e4ZXB4,10.0,20.0,['Cheering']
YNvlbMtntto,300.0,310.0,['Camera']
YTP7YMaEm1s,20.0,30.0,['Cough']
YZsH4WvIkxE,40.0,50.0,['Doorbell']
Yamxf-UkucM,21.0,31.0,['Meow']
YcI57jUphwc,30.0,40.0,['Fireworks']
YdnIPrnQI20,210.0,220.0,['Fireworks']
YnBpwFgMWCU,480.0,490.0,['Fireworks']
YuXLcvugIPA,380.0,390.0,['Fireworks']
ZBzNxwQk9XE,0.0,10.0,['Cough']
ZFG9jHrLtBE,70.0,80.0,['Scratching_(performance technique)']
ZK0nR3j1pAY,0.0,10.0,['Cough']
ZLZiPLEJ5D0,20.0,30.0,['Burping_and_eructation']
ZMFF8qfgwW0,250.0,260.0,['Shatter']
ZMiF2c7AMj4,30.0,40.0,['Doorbell']
ZNUTbWD5ddE,30.0,40.0,['Bark']
ZNlciK_2qCA,120.0,130.0,['Scratching_(performance technique)']
ZXUL9cJ8OuU,60.0,70.0,['Burping_and_eructation']
ZgaGheLPXys,230.0,240.0,['Fireworks']
Zl5vwBuTQyw,40.0,50.0,['Burping_and_eructation']
ZnBvXFDWpWo,50.0,60.0,['Scratching_(performance technique)']
Zno9K9Rvlio,260.0,270.0,['Cheering']
ZvKn6e1AZCU,0.0,8.0,['Cough']
Zy2LsyinGcY,10.0,20.0,['Bark']
_7BYvjIXZBI,80.0,90.0,['Shout']
_AjXY9cHCxA,150.0,160.0,['Cough']
_G3lYKAITu8,490.0,500.0,['Church_bell']
_GQnXfIGNKY,150.0,160.0,['Scratching_(performance technique)']
_JTHtcRHxnw,300.0,310.0,['Church_bell']
_PoDrQC5qAo,50.0,60.0,['Doorbell']
_WD9mbwAcrQ,130.0,140.0,['Shout']
_WLSxaduG4Q,30.0,40.0,['Meow']
_dH7f7PZkGg,220.0,230.0,['Shout']
_j4Sv4TauOM,60.0,70.0,['Cheering']
a701SAZyJF4,40.0,50.0,['Shout']
aAJuPyUvHn8,20.0,30.0,['Cough']
aSNvKefxs4c,60.0,70.0,['Bark']
aTu2S04Zizo,180.0,190.0,['Doorbell']
ab8V7MYQVyg,190.0,200.0,['Shout']
ab9jVHTUQsQ,19.0,29.0,['Meow']
alSAxo29qms,0.0,10.0,['Fireworks']
ammKLbpCiwU,10.0,20.0,['Church_bell']
ao9oox4OiGU,10.0,20.0,['Cough']
avuoh1lRAKg,140.0,150.0,['Burping_and_eructation']
b24uboHG_GE,0.0,10.0,['Cough']
b4bIubTJPdM,90.0,100.0,['Church_bell']
bAl-i0g7rUM,0.0,8.0,['Shatter']
bCCIvZNNbBM,20.0,30.0,['Burping_and_eructation']
bCOmV_G0pkk,100.0,110.0,['Cough']
bGlLn8qhlKY,60.0,70.0,['Burping_and_eructation']
bJhBfS6KAOo,20.0,30.0,['Camera']
bTC22WA2gJk,80.0,90.0,['Shout']
bYzFyPg9h9o,350.0,360.0,['Camera']
bk4X86Si6Zw,120.0,130.0,['Doorbell']
bpYciusD_Bo,10.0,20.0,['Shout']
bpjMpKxsBAs,490.0,500.0,['Church_bell']
c-f2RSZ_LxU,490.0,500.0,['Church_bell']
c4MUgtiDtDY,30.0,40.0,['Cough']
cJNFh1Dfy4I,200.0,210.0,['Scratching_(performance technique)']
cYdq2fjRhcg,10.0,20.0,['Cheering']
cZGY4Duhuvw,70.0,80.0,['Burping_and_eructation']
cenfXDHmino,100.0,110.0,['Shatter']
clJZQsQzGCA,490.0,500.0,['Church_bell']
cnFjR8cfefk,0.0,10.0,['Cheering']
crUcuDJKePU,26.0,36.0,['Meow']
dlZ8WXf3e_g,160.0,170.0,['Church_bell']
dnFBtHwQI1I,50.0,60.0,['Shout']
e1I92xa9UzY,210.0,220.0,['Shout']
eF7BVZza7qg,390.0,400.0,['Camera']
eHmfCMcOVrM,300.0,310.0,['Shatter']
eLHj2Tr3ww8,520.0,530.0,['Camera']
eVuFgs5wIOw,10.0,20.0,['Camera']
ehS1MmMc4to,20.0,30.0,['Church_bell']
esT1SUV7jxo,540.0,550.0,['Camera']
ewJuQI95FEU,330.0,340.0,['Fireworks']
f79ak9A_IUo,140.0,150.0,['Camera']
fBQwI1843SI,60.0,70.0,['Camera']
fDlIO__7vv0,10.0,20.0,['Cough']
fEO0SbAuBQs,30.0,40.0,['Bark']
fJ36wVWhiio,40.0,50.0,['Shatter']
fkwesuzrOfg,10.0,20.0,['Shout']
g6hqQz_iuDQ,20.0,30.0,['Doorbell']
g7Ie365gjIU,90.0,100.0,['Burping_and_eructation']
gC416gpQrH4,0.0,10.0,['Shout']
gXBH4_kdnh0,320.0,330.0,['Doorbell']
ggwKZh6TsNU,30.0,40.0,['Meow']
giZni6C5rKk,110.0,120.0,['Church_bell']
grWa5wDZUVo,50.0,60.0,['Bark']
gxv0RVCuw2o,30.0,40.0,['Cheering']
h0A27Vd-NpU,30.0,40.0,['Doorbell']
h2Tb9weUZA4,110.0,120.0,['Burping_and_eructation']
h5D_CJYCeuc,200.0,210.0,['Camera']
h5q-MIrP_Ic,110.0,120.0,['Fireworks']
h9OFJ5QSpAQ,60.0,70.0,['Bark']
h9fY3yer6Ww,110.0,120.0,['Camera']
hEQG_EdBTGI,170.0,180.0,['Cheering']
hHDaA4bV06g,40.0,50.0,['Burping_and_eructation']
hIBfZ-rQutw,0.0,10.0,['Shatter']
hYJJlRDgUmU,340.0,350.0,['Burping_and_eructation']
hZ4d_dQm8jA,0.0,10.0,['Bark']
hZYgXxOYObA,50.0,60.0,['Fireworks']
hgJK2ZDgWtU,60.0,70.0,['Scratching_(performance technique)']
i1_Xk60MGV8,20.0,30.0,['Shout']
i3t9GvNirms,260.0,270.0,['Church_bell']
i5djLmhbczA,30.0,40.0,['Burping_and_eructation']
iTV3Otwq_dI,60.0,70.0,['Scratching_(performance technique)']
iYrfMKz1xE8,30.0,40.0,['Cheering']
iaWAlnr4dU8,140.0,150.0,['Bark']
id50FKUBH08,10.0,20.0,['Bark']
if8Oz8Q_GKE,50.0,60.0,['Church_bell']
im2DlcAOY1w,30.0,40.0,['Doorbell']
inscwqhuL0o,100.0,110.0,['Shatter']
is9cj2cMPCE,120.0,130.0,['Burping_and_eructation']
j-b6JikTLFY,0.0,10.0,['Shout']
j0VnD6MrOjc,20.0,30.0,['Cough']
jV8kq0MpWMU,30.0,40.0,['Scratching_(performance technique)']
jVXD_nvk6as,80.0,90.0,['Burping_and_eructation']
jh-zV7K7ZdI,30.0,40.0,['Shatter']
jtfleZkQisU,280.0,290.0,['Camera']
k-MqG-G_H0Y,17.0,27.0,['Bark']
k2l0bCmIOB0,60.0,70.0,['Shout']
k7SgT11PwXo,20.0,30.0,['Bark']
k8qNBYDgHBA,190.0,200.0,['Bark']
kAtGD0lrwTA,210.0,220.0,['Shatter']
kNSWopHzLto,10.0,20.0,['Fireworks']
kNVmUxvzNi8,540.0,550.0,['Doorbell']
kQ5KzRQ_e7E,0.0,10.0,['Church_bell']
knHnuYdzlGg,90.0,100.0,['Shout']
kq05v9uyFwo,140.0,150.0,['Shout']
l-rA9a34Mq4,310.0,320.0,['Fireworks']
lGttYO2WqCk,30.0,40.0,['Cheering']
lTGJX5f2scI,80.0,90.0,['Cough']
lUP2iPc4i3Q,10.0,20.0,['Meow']
lVCUaqXeBjY,70.0,80.0,['Cheering']
lWIDThld_ec,110.0,120.0,['Shatter']
lY-Eh_tQtII,30.0,40.0,['Meow']
lcHxU6r6CE8,0.0,10.0,['Camera']
lcaRpShgGhY,10.0,20.0,['Doorbell']
lczsLSLFbQ4,200.0,210.0,['Church_bell']
lhiQ_aHj7MI,170.0,180.0,['Cheering']
llpnRcwTZ9Y,160.0,170.0,['Shout']
lvtn_PxRQm4,120.0,130.0,['Cough']
m3kb8GFAvtI,240.0,250.0,['Bark']
m9tnNkon_iw,30.0,40.0,['Scratching_(performance technique)']
mVamaP3xUw0,20.0,30.0,['Cough']
mYRRnFNNIBo,90.0,100.0,['Fireworks']
mrwREyYUFMc,0.0,10.0,['Shatter']
mtjUgt-IUV8,60.0,70.0,['Bark']
mwafAXvcoso,90.0,100.0,['Burping_and_eructation']
n0P4klG9TFE,10.0,20.0,['Bark']
nGJYXEsE3tk,20.0,30.0,['Fireworks']
nIHcAyP3ReQ,270.0,280.0,['Fireworks']
nO5g5SWGYdA,30.0,40.0,['Camera']
nZIY8BKixjc,0.0,9.0,['Doorbell']
nd78y2xIUuk,30.0,40.0,['Bark']
nfdEAfLG7qQ,10.0,20.0,['Cough']
niIEfj_Ger8,120.0,130.0,['Burping_and_eructation']
nwbRz1UP4MI,40.0,50.0,['Church_bell']
o-uOzHZRdYM,170.0,180.0,['Cheering']
o08cGjueDXM,200.0,210.0,['Bark']
o7jBSQRJzuQ,30.0,40.0,['Meow']
oBLLs2UcJbQ,100.0,110.0,['Cough']
oKab6-syQD4,240.0,250.0,['Shout']
oZF73R89bk0,140.0,150.0,['Scratching_(performance technique)']
oiZkgsZcQmY,90.0,100.0,['Burping_and_eructation']
ovP1V_dqcKs,20.0,30.0,['Cough']
p-M4cpLUoDw,10.0,20.0,['Church_bell']
p-sRsHVhL4s,30.0,40.0,['Church_bell']
p1y4mRmBlpI,0.0,10.0,['Burping_and_eructation']
p6HxBGl_JEU,70.0,80.0,['Shatter']
pCecMtQGGEA,40.0,50.0,['Fireworks']
pIwn0udLJXI,120.0,130.0,['Scratching_(performance technique)']
pJRAWkLM7UE,110.0,120.0,['Church_bell']
pMDfOwaHg6A,53.0,63.0,['Church_bell']
pNhESKKiEDI,30.0,40.0,['Meow']
pQlhUKHVr4s,180.0,190.0,['Cheering']
pZebkKZrRXc,30.0,40.0,['Church_bell']
paXPFX6lGzM,40.0,50.0,['Burping_and_eructation']
pfPWhjv_Wb0,270.0,280.0,['Church_bell']
pgHi5d1Kf2c,30.0,40.0,['Meow']
pgaOSSAA_uE,30.0,40.0,['Cheering']
phaWZZdk8js,170.0,180.0,['Doorbell']
phcb_32Cmbo,30.0,40.0,['Cough']
pnh_C1w4yGc,250.0,260.0,['Scratching_(performance technique)']
poz8FFcAmNY,0.0,10.0,['Meow']
prWt1op73ZI,190.0,200.0,['Church_bell']
ptIHZv3KdJw,0.0,3.0,['Doorbell']
pvM9K8h7r1k,70.0,80.0,['Cheering']
px2Ssct-U1o,10.0,20.0,['Scratching_(performance technique)']
q6IgSdTK2Pw,0.0,10.0,['Fireworks']
qL14sfSWR-M,70.0,80.0,['Shout']
qOSdHmfwLF4,40.0,50.0,['Cough']
qSiNeKXt1po,70.0,80.0,['Camera']
qW5-hZGGx9U,120.0,130.0,['Cough']
qaiTVxEpeJM,70.0,80.0,['Burping_and_eructation']
qgmivsTvSXw,380.0,390.0,['Church_bell']
qyxKgC7B9PQ,30.0,40.0,['Church_bell']
r7Oq0c1GGqI,0.0,10.0,['Cheering']
r8dW1geD3VQ,30.0,40.0,['Church_bell']
rA46OCJsFek,90.0,100.0,['Church_bell']
rCNaKCymgp8,240.0,250.0,['Camera']
rTPuPvHg5rg,30.0,40.0,['Shatter']
rYX3_ekLljk,470.0,480.0,['Camera']
raww5tvi85A,40.0,50.0,['Bark']
rgYJjCgZoJA,50.0,60.0,['Scratching_(performance technique)']
rmMFrnR_hfA,30.0,40.0,['Church_bell']
rpK2oHHZZ10,110.0,120.0,['Burping_and_eructation']
rsH2f778DnM,30.0,40.0,['Cough']
rzmX8IPoaUc,230.0,240.0,['Shatter']
s4wQi-0I2DE,30.0,40.0,['Bark']
s9IS_lGiKaA,110.0,120.0,['Cheering']
sKmutYDACpg,100.0,110.0,['Shatter']
sNCKIJFUj5I,80.0,90.0,['Cough']
sd1gAgsXMsc,370.0,380.0,['Church_bell']
sdAAD_Bc6fI,20.0,30.0,['Church_bell']
sfA0tZgtSeg,30.0,40.0,['Meow']
skB58ju4Q0M,80.0,90.0,['Scratching_(performance technique)']
sorRkcFRl3w,150.0,160.0,['Doorbell']
ssgJp1TpXtg,0.0,8.0,['Burping_and_eructation']
sspVoY8hZEY,110.0,120.0,['Cough']
swzCAxFJaWo,120.0,130.0,['Shout']
t8rwfrPCW1M,30.0,40.0,['Church_bell']
tC2bf968d8M,440.0,450.0,['Doorbell']
tNEGx3WCwBA,0.0,4.0,['Doorbell']
tNmXub1tnv4,30.0,40.0,['Fireworks']
tOfzHviIYyw,530.0,540.0,['Shatter']
tSDWeENk1W8,30.0,40.0,['Church_bell']
tYA0D-S_30k,90.0,100.0,['Bark']
tYwIwZ0y-UQ,0.0,10.0,['Scratching_(performance technique)']
t_xkqp_oROY,100.0,110.0,['Church_bell']
tabpGLxXz0c,0.0,10.0,['Burping_and_eructation']
tc5k59uxChA,180.0,190.0,['Shatter']
u2AaeUx5cMw,30.0,40.0,['Cheering']
u2iXtdqZIz8,50.0,60.0,['Cheering']
uLp6z37bfVE,230.0,240.0,['Church_bell']
uWQI5DCKVdU,30.0,40.0,['Meow']
uYY7cJzqyMU,570.0,580.0,['Doorbell']
ue1sgGEvkwE,90.0,100.0,['Scratching_(performance technique)']
ui8tOIpmVwI,29.0,39.0,['Meow']
v9DRBuLXpKQ,400.0,410.0,['Doorbell']
vdbKbzkEeY0,30.0,40.0,['Camera']
vkcSOQ_vNc0,170.0,180.0,['Shout']
vmeWtjzGZPs,0.0,10.0,['Doorbell']
voHJul8HHVE,40.0,50.0,['Burping_and_eructation']
vvi1hCoFAgo,20.0,30.0,['Cheering']
vwJU-4f2rOg,50.0,60.0,['Cheering']
w7RLDvfM9HQ,140.0,150.0,['Fireworks']
wE5_OTgj51E,330.0,340.0,['Shatter']
wEmEkLQDl0U,0.0,9.0,['Meow']
wFwQ6sQWdD8,150.0,160.0,['Cheering']
wM2MjZgCZho,30.0,40.0,"['Cheering', 'Shout']"
wSDBLBR5r4Y,250.0,260.0,['Cheering']
wSFSm0cLylM,10.0,20.0,['Burping_and_eructation']
wVW17eCfbhw,10.0,20.0,['Scratching_(performance technique)']
wlkSmyEWNX0,320.0,330.0,['Church_bell']
wqH6Sj_h948,120.0,130.0,['Shatter']
wrnmyNXO0-w,11.0,21.0,['Meow']
wxw0sHBvkR0,50.0,60.0,['Shout']
x0QrWlWcft0,60.0,70.0,['Church_bell']
x6T5ambPKwg,30.0,40.0,['Cheering']
x9xXU30ktcY,50.0,60.0,['Scratching_(performance technique)']
xjDFL8puUjM,50.0,60.0,['Doorbell']
xvLOnDO8TBg,70.0,80.0,['Fireworks']
y01wHb_XZ1Y,70.0,80.0,['Church_bell']
y4vtzCAPv84,30.0,40.0,['Scratching_(performance technique)']
y5q8M5iRS4A,10.0,20.0,['Cough']
y6tnyCHq6xE,80.0,90.0,['Bark']
y9na4SXQfFE,10.0,20.0,['Doorbell']
yBukUnXhYnc,70.0,80.0,['Bark']
yNqiSfX8e3Y,12.0,22.0,['Doorbell']
yPkr1XQFNJA,29.0,39.0,['Bark']
yZWx2IW34Wg,0.0,10.0,['Church_bell']
yagYolaOvTc,20.0,30.0,['Shout']
yk9-ww_XBl0,60.0,70.0,['Burping_and_eructation']
ylSyWzw_YoQ,120.0,130.0,['Shout']
yp4YBTyX7gk,30.0,40.0,['Church_bell']
yxPPtOEc87M,120.0,130.0,['Shout']
z0tYrAICz_8,410.0,420.0,['Burping_and_eructation']
z9UJD6O7EAE,70.0,80.0,['Scratching_(performance technique)']
zNAHQYshxZk,310.0,320.0,['Scratching_(performance technique)']
zSA7qZkHxvE,230.0,240.0,['Camera']
zWOD_bnFjF8,40.0,50.0,['Cough']
zaMBCLi5Idg,0.0,7.0,['Church_bell']
zdPyYwzA1TE,280.0,290.0,['Cheering']
zephYS3DLPo,60.0,70.0,['Shout']
zkIlnWqrDQE,30.0,40.0,['Fireworks']
zuW75_LUwCE,400.0,410.0,['Doorbell']
zuWPIg6gwqU,190.0,200.0,['Shatter']
